"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,2013-2023
36220,"Odessa, TX (Metropolitan Statistical Area)",1.0
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",1.5
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",1.1
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",1.3
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",0.9
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",2.1
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",0.1
36980,"Owensboro, KY (Metropolitan Statistical Area)",0.4
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",-0.1
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",1.6
37460,"Panama City, FL (Metropolitan Statistical Area)",0.8
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",-0.5
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",1.3
37900,"Peoria, IL (Metropolitan Statistical Area)",-0.6
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",0.3
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",1.5
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",-1.4
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",-0.2
38340,"Pittsfield, MA (Metropolitan Statistical Area)",-0.3
38540,"Pocatello, ID (Metropolitan Statistical Area)",0.8
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",0.8
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",0.8
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",2.1
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)",0.4
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",1.6
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",0.3
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",2.6
39380,"Pueblo, CO (Metropolitan Statistical Area)",0.5
