"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",369584,372113,380419,387034,395063,398683,401552,405890,411025,415992,423664,427429,430519,427203,423243,424137,424535,424816,429335,433218,434018,433718,437902,441576,447416,452845,458090,462090,466756,470131,473820,477630,481798,485957,490089,494709,499564,506473,513100,518778,524082,529033,533078,537077,540656,542153,544658,548785,552242,556415,559673,563952,567446,574461,580971
16940,"Cheyenne, WY (Metropolitan Statistical Area)",55635,56619,57944,59997,62458,64789,64656,65603,66313,67001,69168,68994,70176,71129,72907,73345,73102,74411,75101,74523,73667,73175,73978,75826,77495,78885,79513,80186,80328,80522,81009,81825,82554,83226,84084,85427,85732,86819,87654,89077,90430,92247,92619,94766,95803,96145,97116,98067,98636,99308,99914,100730,100827,100781,100984
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",7819364,7895845,7955398,7972491,7966188,7973418,7988641,8014978,8047518,8067880,8055256,8052943,8038127,8047477,8044580,8067923,8072070,8078098,8099059,8116756,8153134,8203210,8304560,8412788,8512911,8605735,8693383,8782253,8862719,8949190,9035654,9113234,9169580,9206032,9233303,9260676,9276302,9297749,9337140,9384555,9429498,9475529,9525380,9572335,9614209,9643982,9655619,9656432,9655887,9646352,9634076,9604412,9525011,9447064,9430313
17020,"Chico, CA (Metropolitan Statistical Area)",101057,102682,105916,112775,113223,117295,121626,125377,129470,131797,138531,144828,148451,151913,154263,156791,160680,163233,166970,171909,176583,183652,187678,190409,192831,194648,196083,196327,197994,199993,201282,203807,206193,209120,211481,213065,214752,216824,217469,219034,219777,219882,219638,220253,220746,222335,223167,224454,226630,227962,216206,210151,206336,207369,207172
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1685869,1700386,1708315,1706802,1717232,1715321,1713012,1723002,1733497,1747118,1754927,1762711,1766939,1770840,1771586,1779589,1789470,1802446,1820093,1831240,1840429,1856819,1878636,1898372,1920041,1933569,1947676,1960948,1977566,1992781,2006474,2021806,2034543,2042871,2054229,2065605,2077928,2093082,2107318,2118370,2130844,2141549,2149841,2158821,2170953,2183787,2195796,2208942,2222957,2234793,2248317,2259056,2259645,2265592,2278452
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",134366,135674,139678,138363,153046,158160,156167,159985,165292,166124,168638,168672,169914,174812,175305,176266,180704,180129,181228,183356,186014,190352,189761,200158,201941,207171,211843,219461,223972,226773,229368,233367,235549,236758,236569,241543,250476,250292,260846,261530,269798,275142,278310,289063,287831,292807,296839,298403,304258,310842,316267,321827,328949,335527,340495
17420,"Cleveland, TN (Metropolitan Statistical Area)",61277,62840,65350,67241,69648,71692,72406,73937,75881,77652,79631,81363,82061,82139,82449,83652,84486,84865,85340,86505,86902,87684,88954,90317,91979,93161,95133,96848,100019,101755,102982,104338,105295,105979,106754,108099,109410,111177,112935,114306,115090,115911,116648,117815,118613,119723,120870,121546,122674,124524,125405,126394,127469,128317,129612
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",2304848,2318811,2312528,2277630,2266062,2247641,2237565,2219936,2213651,2206866,2184615,2172438,2162129,2150690,2146550,2141290,2131240,2120606,2113892,2102075,2103702,2104288,2117512,2131036,2140398,2146303,2150203,2153598,2152676,2151568,2149943,2147532,2141787,2136201,2131150,2122934,2111699,2099415,2091596,2085110,2081063,2076521,2074333,2074413,2081047,2085571,2086509,2087456,2087871,2088149,2087392,2086620,2073036,2063741,2062087
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",35005,35579,36644,39195,42519,44600,47365,48828,51565,55386,58728,59996,60827,62436,62987,65494,66783,66761,66160,66859,67738,70443,73946,77577,82654,88046,92677,96590,100108,102717,106346,109487,111542,113667,116512,121002,125972,129510,132811,135627,137407,138902,141197,142556,144581,147432,150504,154354,158944,162860,167469,172785,180058,183290,185010
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",77287,82495,84820,90094,94934,99612,98699,102118,105615,112021,117089,122685,130852,142471,147011,149749,152724,153931,152259,150882,150375,151495,154062,158308,164742,167911,170608,172341,176098,179498,182327,185760,188315,192016,196234,199374,203500,209014,213000,218658,225114,229471,231518,234291,238015,243106,250932,254919,259613,262055,265501,268953,272667,277751,281445
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",231952,241543,253897,273474,294996,299705,299777,297633,307449,312072,317132,320180,330278,341418,353551,364735,381127,394224,406810,408302,409747,410017,417227,435686,451855,472965,486869,496543,506107,517799,529338,540593,557057,565688,569231,578345,587778,602532,609490,620644,630998,650611,661004,669817,679233,687337,698671,714179,727221,739845,749558,757128,762232,765456,768832
17860,"Columbia, MO (Metropolitan Statistical Area)",105186,106363,107760,109595,113695,115683,113108,117187,118666,121087,121926,125427,126768,127455,127859,129258,129412,130855,132014,134072,135850,137307,139776,142630,145785,148579,151643,154701,157447,159149,160778,162886,165050,167766,170077,172563,176257,180420,183438,185729,188301,190975,194186,196836,199246,201050,202849,204946,206747,208039,209569,210850,212936,214663,216511
17900,"Columbia, SC (Metropolitan Statistical Area)",393522,405343,420632,427654,438518,455302,461809,467203,477566,483307,491796,499796,505283,507615,513337,518709,521313,528371,532846,537516,543917,551633,563238,572323,581956,589879,599158,608946,619752,630966,640126,649567,659125,666087,676083,690421,699160,715091,730546,745740,759400,769294,774398,779984,786096,792645,801380,807908,813987,819515,825129,830137,837804,848112,858302
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",264135,267760,266637,259408,250185,256975,262218,267778,266240,272274,272778,272394,271914,275828,274304,275369,276891,278633,279713,278750,277832,279107,278370,287768,289712,292731,291424,291572,292760,292548,292647,294278,295679,297571,291137,297196,298859,301715,298991,299698,305809,309646,316160,324289,330220,328321,326506,323312,320695,323682,327435,329196,326478,323826,323768
18020,"Columbus, IN (Metropolitan Statistical Area)",56201,57080,57662,58851,59716,60249,60844,61316,62371,63254,64113,64960,64301,63992,63765,63567,63398,62940,63427,63395,63375,63855,64843,65467,66357,67273,68410,69031,69568,70275,70639,71763,72110,71890,72299,72882,73660,74508,75265,76080,76566,76773,77385,78566,79016,79654,80403,81035,80902,81282,82045,82218,82729,83394,84003
18140,"Columbus, OH (Metropolitan Statistical Area)",1196669,1223517,1246879,1258508,1271417,1286905,1299613,1302532,1315830,1323883,1330412,1329236,1340612,1343981,1351988,1362111,1374432,1388054,1405633,1430091,1447914,1468263,1492559,1517612,1540611,1560222,1579412,1593111,1613135,1636690,1658194,1682068,1706779,1726352,1749262,1769572,1791126,1816992,1841539,1865647,1887548,1906456,1926815,1948076,1975360,2003354,2029729,2055047,2085945,2107893,2128071,2141895,2146927,2162066,2180271
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",287061,286066,294016,302081,301233,300039,305639,311341,312679,314437,320820,327815,333196,343883,351176,352620,352862,356314,351700,348913,348374,350392,354923,359135,366390,371637,374037,377290,380616,381683,381738,381006,380360,383076,384072,388869,392747,396135,397235,399943,403971,404486,406770,411466,416542,419964,423451,423993,422659,422025,421457,422239,423059,421677,422949
18700,"Corvallis, OR (Metropolitan Statistical Area)",51491,53943,54929,60135,59313,61230,61618,62299,65569,66955,68171,68471,69369,69461,68245,67474,67275,66940,67590,67876,69879,71059,71507,72618,73997,75481,76517,77776,78560,78943,78254,78236,78491,80203,80322,80149,80943,81957,83718,84150,85390,85619,86494,87095,86784,88034,89368,91178,93257,94042,94844,95214,96321,97661,97713
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",100074,104708,107706,112702,114864,116509,123878,124190,127380,128807,131677,132104,135394,139276,144536,149428,154718,159450,164034,167059,169832,172290,177811,183299,188744,193649,197484,201172,204814,206708,208918,211955,214955,220192,223227,230024,233437,235216,235032,235315,235687,235907,238654,246864,251744,255707,260683,265460,271267,277296,284042,288026,293662,299868,304818
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",107850,107140,107735,109483,108476,109091,108304,108148,107873,107138,107955,107868,108027,107298,106147,104497,103396,102668,102270,102187,102086,101634,102101,102312,102359,102508,102704,102424,102457,102718,102458,101858,101596,101462,101457,101658,101172,101304,101981,102462,103181,103126,102399,101419,100666,99805,98920,98290,97217,96403,95701,94849,94584,94168,94140
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2330825,2424838,2468331,2483389,2537114,2608035,2654603,2723580,2775384,2841618,2924299,3035483,3118847,3231253,3340555,3456129,3596198,3731895,3814627,3858983,3917872,4009530,4109324,4194301,4284857,4388097,4496174,4622564,4765255,4912807,5054705,5187122,5326971,5432371,5523937,5613420,5722444,5886950,6025041,6152770,6282484,6391451,6507200,6638289,6744646,6877353,7026835,7176620,7315457,7432101,7545583,7666418,7774647,7947439,8100037
19140,"Dalton, GA (Metropolitan Statistical Area)",65541,68569,71282,73703,77080,79491,79193,79835,81872,83444,84874,85754,86771,87177,87649,89307,90663,92171,94353,96302,97831,98957,100385,101814,103540,106177,108771,111071,113661,115417,118000,120959,124015,126208,128476,131307,133885,136581,138792,140415,140897,142245,142133,141985,141499,141769,142446,142913,143008,142988,143183,142796,142687,143505,144722
19180,"Danville, IL (Metropolitan Statistical Area)",97234,97100,97441,97815,98058,97719,97623,98166,97842,97772,96928,95130,94596,92998,92758,92141,91584,91551,90909,89831,88740,88155,87986,87944,87738,87922,86570,85298,85274,84996,84276,83821,83646,83299,82996,82955,82728,82715,82258,81930,81710,81617,81302,80657,80285,79393,78696,77897,77026,75921,74871,74009,73164,72103,71652
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",56951,59474,60142,62435,64196,66072,67861,70244,72399,74550,76594,78931,80287,82331,83978,86752,89401,91311,93214,94649,96198,98955,102420,106595,111416,116565,120896,125412,130164,134444,137555,141342,144875,147957,151509,156266,162183,168121,172404,175827,179406,183200,186981,190941,196067,200759,204925,210004,215365,221132,227079,233227,239439,246531,253507
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",376011,379817,381302,382010,384562,390568,396120,398850,400292,402294,403603,404420,405162,402024,396986,392904,386807,380036,374353,370464,368854,368316,370975,373565,374198,374425,374979,374708,375006,375549,376678,375763,374561,373740,372975,372740,372876,373762,375121,376467,378108,379921,381514,383897,385950,386816,386743,386144,385612,385016,384985,383768,381639,379439,379441
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",809721,817533,816329,813964,806273,798827,797720,794070,788517,788528,791260,792002,790829,786167,783366,785813,788847,791049,796181,802640,802358,804335,809809,814480,816922,814885,815608,814188,811250,811168,808010,805938,804479,804286,804926,805930,804766,803498,801852,800209,798895,799815,801527,802802,803112,803249,802897,805086,807112,809348,812591,814209,813802,812714,814363
19460,"Decatur, AL (Metropolitan Statistical Area)",101470,105018,107661,109678,110455,112864,114103,115667,117115,119287,120822,120435,120351,121091,121928,123522,125076,126532,128146,129017,130162,132118,134218,135959,138014,138947,140404,141587,142959,144192,145207,146095,146552,146464,147386,147324,148399,149519,150690,151890,153269,154048,154545,154760,154372,154475,154349,154563,154610,155126,155859,156377,156448,157418,158635
19500,"Decatur, IL (Metropolitan Statistical Area)",124733,124905,125278,125241,126910,127752,129218,129701,131366,132404,132364,131205,130295,128485,126932,126033,124970,122775,120527,119024,117723,117271,117984,118297,117933,117490,117289,116573,115706,115453,115142,114499,113604,112564,111572,111181,111083,110808,110751,110588,110732,110803,110788,110321,109823,108855,107755,106832,105958,105075,104620,103752,102597,101333,100591
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",171382,174894,181923,189672,203993,217106,225008,230241,237833,246836,260852,272648,284026,294958,305348,315969,327855,340285,354554,369706,384379,403674,415595,425733,435486,445335,453432,460565,470889,478995,486692,495514,505047,516153,529021,546232,563305,579087,589451,590912,589388,590342,591098,593476,598074,605730,617539,631664,643106,652635,661722,671804,687342,706423,721796
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",1101455,1125162,1162772,1205736,1247871,1262795,1285565,1316528,1343631,1390221,1432057,1460960,1497985,1541261,1578689,1600224,1623121,1637259,1644586,1638280,1639407,1658024,1702298,1760945,1819298,1862948,1910680,1959552,2012227,2061091,2118555,2170977,2218759,2266781,2284876,2304818,2332749,2374194,2418686,2463971,2509417,2554106,2600806,2646393,2694842,2746356,2803288,2845074,2877961,2915881,2944333,2970119,2978016,2986190,3005131
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",396265,399921,405521,408769,415714,419776,422837,425568,424930,426848,427184,429024,429608,428333,428866,429899,430709,431642,434565,439587,445514,452891,459159,466939,474241,480013,486778,493009,498350,505070,513020,520495,527138,533828,541109,548902,559060,570026,580757,590747,599480,608998,618648,627432,638819,650974,661212,673194,684038,693742,703296,711200,720756,729303,737164
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",4414928,4439498,4459793,4453517,4435796,4422090,4394458,4361574,4351973,4356619,4356811,4339778,4275732,4223098,4185050,4182763,4195986,4219771,4241494,4234083,4237904,4250986,4285663,4319806,4344712,4365423,4399746,4433102,4440400,4441717,4447649,4455503,4461855,4456433,4453371,4445887,4431048,4409697,4377116,4339504,4311728,4293284,4301641,4319028,4331922,4345692,4352394,4367436,4381076,4390557,4394145,4385248,4369283,4348636,4342304
20020,"Dothan, AL (Metropolitan Statistical Area)",90913,92122,94147,97881,100409,105391,108046,109777,110966,112772,113631,114505,115576,116060,115974,116501,117318,117628,118980,119302,119455,120826,122507,123636,124976,125036,125872,127060,128062,128927,129970,131024,131413,131967,133586,135057,136643,139070,141157,142958,144396,145895,146758,147699,147804,148281,148542,148472,148624,149067,150494,151151,151523,152477,153349
20100,"Dover, DE (Metropolitan Statistical Area)",80668,82633,86628,89512,90286,91026,92521,94465,96264,98251,99166,98280,98317,99225,100953,101261,102818,104713,106263,106965,109052,111638,114288,115682,117987,119039,120715,121447,122419,124056,125611,127229,129228,131824,134605,139342,144585,149704,153969,157925,160081,162940,164997,167072,168711,171031,172605,173940,175786,177853,180255,182315,185043,187758,189789
20220,"Dubuque, IA (Metropolitan Statistical Area)",90126,90790,91739,92731,93700,93779,94655,95687,94270,93716,93425,93701,93307,91992,90296,89616,89096,87771,87125,87351,86644,86462,86988,87672,88261,88654,88938,89097,88996,88775,88934,89201,88932,89132,90012,90462,90769,91258,92130,92519,92948,93972,94854,95544,96515,97237,97794,97843,98355,98316,98959,99308,98854,98715,98887
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",313133,307354,309676,308615,305360,301462,303795,308153,308252,307442,309061,309366,307609,304672,298685,292640,287347,282661,279965,278026,278668,280185,281710,283508,284052,284517,282567,283317,284541,284526,285719,286858,288091,287980,288371,288187,287696,287672,288147,289433,290337,290614,290956,290825,291136,291503,291279,291213,291236,291834,291727,291531,291020,291240,292458
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",275187,279347,286042,294596,300358,305263,304340,308683,314854,318017,323182,326966,330198,333520,337571,342627,348815,357810,364725,371330,378059,385372,393526,402525,412857,421262,430468,439255,449362,459340,467724,474940,485366,493757,499238,504619,512402,523405,536055,548275,559164,566275,572531,581763,590363,599215,607634,617947,625313,637232,644257,646081,657196,664529,671071
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",44851,45441,46302,48917,51711,54877,57637,60370,62848,65535,67911,69649,70470,71688,72455,73556,75250,78127,81647,87169,92452,96889,101469,105649,110062,114752,119070,123307,127470,131007,134936,139710,143775,148833,154027,158181,162045,165185,167352,168576,169390,169809,169701,168281,166870,166649,165695,165244,166769,168072,168447,168314,168676,167451,166053
20740,"Eau Claire, WI (Metropolitan Statistical Area)",111230,115555,118617,121204,120238,121193,124012,124496,127012,128912,129293,131405,132986,133738,133527,134188,134120,134252,135233,136125,137187,137771,139325,140614,141985,142998,143950,144842,145834,146470,147378,148656,149655,150846,151816,153419,154809,156167,157654,158700,160271,161709,163165,164387,165547,165972,166668,167865,168956,170097,171106,172238,172607,173539,174873
20940,"El Centro, CA (Metropolitan Statistical Area)",73604,74795,74931,75869,79648,81526,82989,85264,86981,88474,90086,92584,94301,95688,96890,97475,99199,98885,100077,101881,105166,110839,117143,123823,132758,134315,136986,137987,138624,139615,141056,142410,143707,145640,148984,152259,156113,160505,164596,167917,172008,174685,175632,176308,176043,177447,178280,179377,180662,180396,179694,179612,179138,178940,179057
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",106637,107652,107830,105967,99133,104885,110417,118037,118999,116940,118949,123258,121230,120805,121809,122225,122818,123219,123053,124869,124472,125466,121495,120059,126505,128321,129423,128895,130182,131428,132558,134506,135657,136591,136333,138230,140177,140870,141844,142988,143829,149882,151525,151871,152744,152356,148904,149841,151451,154405,155123,155728,157024,156903,157707
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",124600,126624,127025,129596,132290,132510,131484,131402,133567,135493,136687,137292,136836,138179,140286,144701,147287,148990,151167,153917,155813,156517,158141,160454,163510,166498,169869,172582,175274,177885,180645,183412,184708,184543,187149,189316,192242,195047,196304,197762,197514,197472,198387,199160,200474,201774,203430,204114,204843,206230,206985,206991,207054,206873,206409
21300,"Elmira, NY (Metropolitan Statistical Area)",101394,101457,101080,101665,100452,99936,100497,100008,99335,98689,99339,97443,96406,96032,94659,93190,92200,91179,91819,93142,94701,95292,95001,94954,94711,94132,93675,92972,92162,91791,91284,91094,90780,90613,90154,89777,88860,88732,88634,88503,88849,88931,89095,89483,88686,87826,87489,86535,85793,85126,84622,83668,83039,81641,81325
21340,"El Paso, TX (Metropolitan Statistical Area)",366546,362854,371562,380771,400736,414149,430008,443031,452639,463126,474925,486485,500476,514949,523973,532385,541534,552279,562186,571624,583850,598255,611092,622040,636952,649075,657359,659655,668300,674484,678720,685086,692568,699844,708545,720997,731511,748254,759040,773304,790182,807558,825963,840532,841232,846285,846733,852347,856887,858769,863056,869802,870774,870655,873331
21420,"Enid, OK (Metropolitan Statistical Area)",55616,56532,57616,57604,56540,57571,58729,60129,61098,61926,62264,63179,64500,67597,67225,65759,64151,62550,59858,57691,57178,56686,56486,56780,56879,57296,57939,57794,57831,58122,58197,57721,57279,57249,57230,57459,57358,57723,58153,58845,59989,60815,60987,61762,62948,63563,64191,63696,62990,62703,62936,62691,61964,61951,62023
21500,"Erie, PA (Metropolitan Statistical Area)",262384,264315,268634,272384,274509,275306,279275,281390,280019,278420,278792,280043,280529,281320,281683,280928,277584,277123,275759,274732,275474,275911,277973,279548,280796,281649,282127,282582,282609,281764,281294,280803,280647,280379,280153,277864,277211,278389,278573,278686,279838,280864,281521,281914,281621,280592,279599,277995,275410,273535,271476,270578,269257,268840,267571
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",208936,216409,220797,227016,230743,236565,240324,245932,251925,260240,267827,275708,277068,272346,268453,267878,267051,266239,268636,273014,278665,284261,288490,292482,297281,301819,306704,311004,316579,319646,321778,323492,324855,327506,330845,332327,335831,339926,344844,348176,350850,351945,354104,355191,355618,358230,362208,369149,375633,378749,382003,383308,384121,382181,381181
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",253494,254890,257776,258125,260065,260547,260965,262498,266046,270348,272865,276466,276701,277792,278314,279451,280221,279786,279347,278923,278930,279384,281270,284179,286723,288681,289950,292136,293894,294517,295610,296480,297027,298383,300628,302310,303844,305549,307468,308614,310170,311769,312540,313133,313912,314315,314320,314468,313795,313392,313624,314195,314405,313924,314836
21820,"Fairbanks, AK (Metropolitan Statistical Area)",44738,45940,47260,47690,47654,48480,51765,55983,55433,55325,54910,54520,56576,59905,65695,68300,71433,73520,73528,75364,77121,78067,80479,82506,82979,83512,81941,82880,82483,83299,83390,83005,84814,86095,86885,89043,90431,90545,93545,94552,95238,98262,98101,100297,100913,99236,99607,100639,99641,98443,96755,95337,95593,95202,94840
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",115720,120690,123471,125464,126247,127527,128935,131761,133484,136239,137013,137979,139144,140221,142387,144178,146132,147258,148578,150478,151829,153752,155533,158182,160472,162919,165081,166691,168747,170893,172892,174970,177033,178891,181539,186448,189303,193412,197121,201346,206223,209505,213501,218133,224134,228801,234149,238729,243239,246383,248298,250220,255028,258573,262620
22140,"Farmington, NM (Metropolitan Statistical Area)",52300,52779,53916,55756,58722,61123,64638,68161,71376,75134,78915,82318,85794,88833,90708,91339,91644,93577,92289,92031,92413,91567,93755,95233,97821,100106,101390,103911,105501,108565,112574,114131,115745,119430,121553,123179,124809,125028,126149,126905,129359,130161,129495,129365,128892,128335,127330,126832,125687,124131,122339,121376,120996,120569,120675
22180,"Fayetteville, NC (Metropolitan Statistical Area)",274977,278220,281976,285636,292377,306006,308733,313826,320009,323646,323079,328174,331428,333647,337949,342731,346823,348596,353741,353863,362468,366814,372145,376549,388588,394281,400896,406521,413831,417599,423568,429071,432206,437190,436610,444293,444221,451761,456550,464464,474524,490322,498360,501175,506974,507688,508274,512445,512370,516726,519801,521463,526653,528950,533813
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",133775,137964,142504,150554,155437,160788,162918,168357,175276,180094,185731,190423,191769,192984,195422,199226,202649,205768,210744,214286,217677,224503,233465,242497,254890,266871,280387,292072,300947,308242,317266,327867,336662,345922,357352,370284,385269,401039,413543,423649,432067,442335,453091,462670,471687,481205,492594,504839,516787,526546,536574,549937,563008,576967,590337
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",48200,49180,53330,58203,61654,64831,69825,66403,68939,70815,73357,75579,77794,79156,81118,83640,84431,87575,90380,93355,95194,97106,99647,102498,105570,108680,110954,112686,114444,114874,115307,116773,118283,121308,122882,125117,127025,128695,130442,131853,133477,134680,134590,136717,137531,138656,140326,142091,143036,144921,146244,145192,142897,144223,144472
22420,"Flint, MI (Metropolitan Statistical Area)",446088,446058,448310,448656,451762,450155,446850,444880,446546,449607,451082,449131,442878,437115,432600,430254,431268,433037,433335,430096,428946,430938,431184,430944,430702,430742,432261,433302,432978,433160,434409,436965,438584,440062,441689,442534,442508,441164,438109,433082,427989,424983,422179,418453,416016,413344,411060,409634,408345,407386,406554,405777,404627,401923,401522
22500,"Florence, SC (Metropolitan Statistical Area)",142573,143122,145616,147002,151937,157632,160899,162337,166445,169123,171805,173231,174072,174401,173824,174898,175430,175210,174806,174734,175658,176706,179519,182044,184186,185744,187778,188929,190674,191680,192641,193290,194240,195590,197053,198010,199167,200913,202246,203805,204825,205556,205247,205034,204533,204537,203913,203128,202254,201378,200647,199665,199126,199176,199630
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",118200,118093,120545,121579,123562,124134,126431,127873,130206,131868,134560,135322,136104,135139,134050,133488,133350,132653,131839,131132,130762,131838,133733,135174,136971,137786,138962,140318,141339,142041,142305,143036,142584,142163,142382,143112,143717,144707,145593,146675,146952,147319,147424,147740,147964,148422,148058,148304,148895,149427,150210,151329,152497,153868,155175
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",82894,84380,83569,85264,86518,86561,87138,86830,87670,87720,88172,88924,88556,88361,88289,88552,88942,88909,89038,89787,89748,90296,91265,92049,92876,93717,94509,95529,95998,96512,96985,97390,97856,98097,98470,98929,99297,99920,100520,101122,101370,101608,101969,102067,102191,102495,102590,102927,103180,103754,104175,104169,104116,103812,103948
22660,"Fort Collins, CO (Metropolitan Statistical Area)",81438,91095,97125,106999,112441,119945,120593,123187,131973,137780,145474,150091,153347,157410,161816,165073,169687,174271,177612,180610,183507,187299,193154,200212,208143,216868,222750,228350,233746,240765,246884,253072,260541,265372,268448,271510,275116,280713,286112,291650,296696,300434,305227,310813,316178,323942,333219,338891,343920,350367,356472,359923,362747,367577,370771
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",137029,140273,144622,148492,150863,155863,184406,164261,169925,173623,176196,177783,178468,178319,180957,183801,185446,187172,189134,189964,190880,191316,194262,197898,202092,204772,209771,213913,216833,219494,222450,225759,227899,229652,231379,233367,235912,240017,242953,244749,247064,248243,248560,248245,246769,245849,245866,245667,246078,245468,244808,244346,245432,247221,248748
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",298105,304766,308823,311532,313308,314699,314214,313330,314068,318033,320027,320067,317424,315257,312857,312693,316042,320376,325330,327022,328102,329394,332450,335501,338686,341199,344066,347757,351342,355706,359306,363420,365954,368402,371190,372757,375420,378911,382387,384311,386818,389395,392816,395090,397892,400246,402877,405304,408212,412177,416338,420432,423633,426221,429287
23420,"Fresno, CA (Metropolitan Statistical Area)",408304,414886,424697,431918,439865,449886,464183,477162,489016,497564,506332,517679,528891,541500,555873,572091,584070,593621,608831,627658,650755,672302,691569,710263,726859,739835,749534,761409,771391,778615,789405,801288,813021,829762,847193,861035,872470,883862,895933,909630,921478,932185,940133,946381,953473,963149,972726,980843,990130,997501,1004849,1009552,1013103,1015359,1017162
23460,"Gadsden, AL (Metropolitan Statistical Area)",92041,94134,94887,95758,96072,96579,97936,98984,100171,101731,102937,103112,103143,102524,102707,102307,102291,101664,101314,100728,100327,99809,100365,100950,101310,102213,102342,103063,104129,104367,104002,103286,102976,102988,103025,103080,103174,103528,103893,104206,104239,104468,104495,104521,104249,103880,103601,103603,103854,103646,103440,103453,103010,102903,103241
23540,"Gainesville, FL (Metropolitan Statistical Area)",116734,121523,125771,138486,145835,151894,154323,155080,160544,166359,171015,178181,182554,187659,190981,195442,200365,203408,206776,210108,214001,218597,225313,231403,237132,240362,246551,250845,255618,259624,263802,267698,271119,275080,278563,282648,287912,295176,299499,302494,304366,305521,307878,309848,311192,314827,319868,326030,329906,334234,336378,340678,344361,348296,352126
23580,"Gainesville, GA (Metropolitan Statistical Area)",58192,59814,62007,63406,65831,66786,69063,69626,71185,72534,74275,76074,77629,78832,80278,82024,84174,87054,89092,91583,93865,96215,99525,102186,105903,110029,114464,119147,124219,129182,134781,140993,146148,150229,153561,156385,160979,166524,172446,177277,178503,180008,181983,183559,185613,188031,190834,194452,196827,199059,201647,203473,207080,212621,217267
23900,"Gettysburg, PA (Metropolitan Statistical Area)",56433,57165,58628,60815,62627,63523,63834,64435,65398,66235,67409,68513,69506,70422,70679,70290,71043,72492,73976,75326,76609,78797,80531,81771,83013,84186,85063,86252,87751,89074,90363,91457,92591,93934,95503,97300,98606,99899,100502,101056,101252,101498,101610,101506,101504,101830,102411,102625,103414,103932,103778,103798,105686,105959,106748
24020,"Glens Falls, NY (Metropolitan Statistical Area)",101436,102612,104666,105917,106354,106739,108378,108894,109831,110335,110464,109725,109830,109768,110046,110536,111433,112257,114046,115651,117016,119027,120286,121290,122572,122783,123496,123615,123410,123436,124074,124250,124548,124926,125944,126854,127674,128325,128794,129100,128771,129091,129172,129030,128721,128468,128038,127895,127812,127658,127446,126700,126593,126237,125427
24140,"Goldsboro, NC (Metropolitan Statistical Area)",85504,85747,87943,90151,90338,91807,92498,93352,94674,96788,97135,97314,98066,98603,99391,100393,101193,100205,101296,102269,103938,104896,106545,107614,108374,109459,111578,112898,113366,113429,113176,113648,113934,114305,114595,116484,117009,117534,118942,119910,121217,122727,123226,123087,122459,121805,120912,120215,118432,118048,117792,117221,116857,117449,118686
