CAGDP1 County and MSA gross domestic product (GDP) summary
CAGDP1 County and MSA gross domestic product (GDP) summary
Metropolitan Statistical Area
GeoFips,GeoName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
21820,"Fairbanks, AK (Metropolitan Statistical Area)",6194461,5405237,5485142,5533733,6053767,6280790,6387082,6910300,6775344,6888331,6377776,6048355,5983537,5895861,5833875,5871559,5765988,5667136,5668703,5462327,5646088,5532492
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",8308968,8798207,9290412,9634313,9942857,10481161,10933137,11253725,10968004,11389855,12035257,13204961,13123474,14040208,14538153,14490882,14963357,15069720,15405125,14904121,15636755,15647269
22140,"Farmington, NM (Metropolitan Statistical Area)",6268953,6286823,6195438,6338548,6351462,6490093,6697459,6617050,6682144,6237647,6217680,6209961,6138534,6363491,6451182,5916590,5756828,5571010,5623271,5198248,5137504,5170931
22180,"Fayetteville, NC (Metropolitan Statistical Area)",15661457,16453812,16961612,17890326,19016897,19383446,19224454,19987095,20658705,21296458,21390898,20865214,20872570,20879661,21229759,21743427,20429752,20637146,21116877,21156903,21991344,21818187
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",14390383,15475818,16456205,17998776,19132896,19497792,18997925,18715122,17872407,18994147,19424828,20403401,21948000,23059097,24141183,24843960,26264981,27042602,27665953,28797244,31427375,32339332
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",5400923,5460131,5555878,5742324,6021846,6249977,6799218,6648085,6312290,6722700,7219011,6953191,7198666,7062458,7203886,7237251,7898455,7901190,7675239,6954326,7483588,7696628
22420,"Flint, MI (Metropolitan Statistical Area)",14846436,15658105,16049898,16000804,16269126,16052490,15796244,14384654,13036939,13809099,14068684,14212214,14641351,14572511,15301824,15687268,15931552,16335674,16614426,15314342,15693584,15582622
22500,"Florence, SC (Metropolitan Statistical Area)",7711979,7768600,8008671,8179809,8355888,8427612,8485180,8353323,8051017,7925758,8247667,8387987,8784464,9147929,9394301,9583550,9628359,9651397,9847112,9613005,9919433,9903479
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",4491285,4475609,4693647,4958116,5099710,5125783,5104703,5111305,4818871,5088256,5205532,5258627,5602490,5422310,5329277,5184534,5105162,5215298,5216676,5157194,5305740,5408088
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",3912976,3867715,4020322,4241267,4317099,4360208,4413388,4482435,4169403,4398897,4595092,4879003,4932818,5061407,5035503,5026443,5100413,5214222,5278635,5020548,5150611,5174306
22660,"Fort Collins, CO (Metropolitan Statistical Area)",11094887,11866348,11971230,12241534,12590720,12865880,13316738,13601947,13397645,13801669,13863768,14400284,15071527,15871774,16600035,17266967,18593761,19479555,20425737,20431541,21886159,22240217
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",8467778,8680483,9121093,9664874,9965053,10467242,10036703,9813921,9101931,9394852,9631087,9516555,9407282,9384753,9210231,9220293,9252836,9477180,9627289,9527869,9841496,10013526
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",16325413,16800952,17589064,17982442,18477889,19115575,19624926,18657513,17256088,17783882,17901011,18704046,18662225,20090953,20952300,21626910,22444587,23295008,23463172,21765351,23326616,24291646
23420,"Fresno, CA (Metropolitan Statistical Area)",29431750,31820828,33660142,34313566,35649979,37609487,36710341,35584662,35919350,36233066,36625059,35489475,36916197,38105306,39852017,41390488,42568888,43779278,44985158,44298577,45813064,45388356
23460,"Gadsden, AL (Metropolitan Statistical Area)",2852953,2900318,2956540,3124155,3150817,3044837,3029170,3012740,2983136,3011510,3024369,2942621,3009365,3006436,3106556,3118102,3095515,3131025,3067345,2835555,2900784,2924073
23540,"Gainesville, FL (Metropolitan Statistical Area)",10920645,11246088,11382057,12391502,12692685,12922115,13597782,13492017,13149975,13095025,12912551,12826393,12992402,13411337,13665562,13950035,14483506,14965419,15335342,15386140,16325859,16690497
23580,"Gainesville, GA (Metropolitan Statistical Area)",6725450,6785323,7103220,7409719,7647153,7690294,7981548,7960700,7521629,7684680,8302211,8241966,8475751,8983297,9396494,9761450,10517593,11029043,11294935,11587468,12133816,12920593
23900,"Gettysburg, PA (Metropolitan Statistical Area)",2870686,3079556,3077669,3125042,3258002,3400782,3396711,3481667,3540362,3492310,3560178,3661621,3711568,3721392,3830516,3888451,4038383,3939119,3856485,3657037,3773754,3691765
24020,"Glens Falls, NY (Metropolitan Statistical Area)",4618177,4703974,4920930,5235771,5248588,5221671,5217831,5537458,5817304,5908876,5813406,5908075,5890236,5933977,6068672,6029276,6115481,6111027,6491649,6375126,6675211,6720621
24140,"Goldsboro, NC (Metropolitan Statistical Area)",4610036,4435694,4340645,4558494,4625302,4738767,4759272,4846649,4754024,4892850,4694316,4715040,4859488,4741171,4807226,4851709,4893997,4869720,4868486,4745323,4947218,4950904
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",3837668,4011476,4322357,4189330,4304646,4534392,4538506,4812291,4632202,4749830,4811993,5174768,5246637,5203540,5289062,5412906,5409304,5431145,5474118,5323252,5441765,5368617
24260,"Grand Island, NE (Metropolitan Statistical Area)",2786920,2868115,3043835,3115005,3362426,3507206,3509617,3596396,3633236,3791357,3856471,3968306,4180016,4154755,4165247,4232127,4050138,4106450,4122827,4078165,4450402,4402217
24300,"Grand Junction, CO (Metropolitan Statistical Area)",4668891,4811522,4945914,5115063,5445558,5791353,6451522,7032903,6479489,6126631,6206524,6104794,6088924,6237721,6151499,6022330,6404009,6686313,6825311,6634541,6885621,6892730
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",45952119,47380768,48764608,50384156,51794970,51354300,51562860,49823286,46530151,48566464,49783357,50975300,52334576,54164091,56543645,58005353,58890732,60849854,61033814,60201782,64352072,65941106
24420,"Grants Pass, OR (Metropolitan Statistical Area)",1889705,1984797,2086294,2229155,2323693,2348744,2339082,2256917,2197044,2195188,2200709,2220716,2243999,2285479,2441178,2467631,2650085,2764830,2946930,2897886,3049886,3055792
24500,"Great Falls, MT (Metropolitan Statistical Area)",2938218,3025203,3051457,3185771,3414676,3376737,3451644,3385188,3370900,3483756,3513148,3532650,3466404,3453839,3560168,3563143,3715757,3765477,3719741,3680001,3780633,3857222
24540,"Greeley, CO (Metropolitan Statistical Area) *",6635035,6583828,6830550,7358146,7954342,8137116,8509941,9009636,9154763,9486468,9862891,10835883,12241367,14817673,16724499,17346759,18534036,20592662,21722559,19737477,20178684,18410721
24580,"Green Bay, WI (Metropolitan Statistical Area)",14854324,15209618,15710738,16212931,16503757,16772734,16955372,16936704,16364293,17230032,17627876,18110221,18161438,19298968,19835345,20039250,20005038,20648388,20744835,20180973,20603639,20814767
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",37001807,38020577,37983508,37675075,38724521,40345419,40450881,41098830,40333351,40873854,41475662,39565327,40597044,40440742,41466412,41019892,41215571,41409745,41097715,39588474,41004184,41405551
24780,"Greenville, NC (Metropolitan Statistical Area)",6083009,6041848,6020576,6216204,6731287,7290238,7590191,7635383,7916219,8167868,8242236,7878444,8372125,8630020,9382802,9395392,9658131,9399113,9293680,8989861,9243013,9399400
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",34588985,36197594,37550526,34528018,35022783,34915987,36360826,36186884,34183739,35428854,36946081,37427771,38763695,40154116,41809435,42980339,43798842,45521410,46232392,45145826,47174321,48530348
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",15187161,15218907,16420858,16471716,17043901,17626821,22050714,19754148,18572030,18518340,17566359,18009326,16591392,17463492,16952658,17314958,17329568,16998219,17452637,17818342,18617250,18726497
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",8328511,8537984,8728943,9211498,9524960,9922077,9977770,9919295,9591126,9776408,10024259,10211390,10314944,10446402,10525007,11015848,11326919,11663887,11464680,10918927,11597559,11561095
25220,"Hammond, LA (Metropolitan Statistical Area)",2563873,2668478,2905112,3185566,3534614,4098046,3893402,4027807,3832285,4076328,4565305,4141898,3870777,3858728,3637806,3782194,4086210,4096259,4338972,4222957,4382166,4299158
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",4390062,4655085,5139149,5394188,5647094,5257435,6129314,5479024,4937710,5065402,5799747,5257986,5247463,5678366,5721626,6065609,6443298,6336899,6453745,6550767,6591539,6607669
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",29452258,30119179,31208619,32445063,33035697,33391778,34157643,34225413,33115809,33775540,34591709,35212412,36120391,37283928,38272320,38454881,38684588,39391581,40622816,38618383,40605053,40958399
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",7377572,6411999,6335415,6478482,6848541,6933455,6982241,6965570,7340111,7859631,7906064,8050976,8320446,7961219,7751051,7467012,7664982,7859692,7984577,7590097,8204969,8693159
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",79033853,75066040,76606458,82937352,84603281,89412848,93840397,92988677,91032497,92655815,92397069,91945968,89250240,91679646,97478200,97917009,100616750,100887989,101367875,93964687,97900840,100979358
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",4732355,4896100,5117543,5376787,5584761,5907392,5752407,5935889,5864050,6055901,6009895,6124433,6216486,6192724,6273221,6152625,6262313,6249222,6147668,6054546,6488415,6536818
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",14506055,14561307,14266554,14759228,14862339,15231957,14727221,14255414,13526480,14134408,14064009,13630925,13792526,13882008,14219424,14603221,15103484,14923589,14772281,14427958,14896449,15129685
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",6418977,6539480,6984527,7480211,7914499,8285663,8500120,8303616,7990227,7875798,7771428,7819711,8168919,8412320,8560666,8817628,8876622,9319395,9661382,9965023,10392469,10487742
25980,"Hinesville, GA (Metropolitan Statistical Area)",2603132,2692536,2938574,3103480,3322050,3329196,3456259,3760278,3823707,4069487,4279422,4121688,4031827,3857470,3806525,3772860,3790848,3833459,3849010,3756922,4070118,4007477
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",3758730,3868159,4018945,4283916,4469725,4804308,4973450,4758683,4475643,4232403,4087230,3984421,3974271,3845099,3795411,3881586,3704389,3890477,4147491,4208962,4459685,4615213
26300,"Hot Springs, AR (Metropolitan Statistical Area)",2720613,2827711,2913688,2999200,3091455,3100325,3074066,2979776,2902818,2977966,3154370,3231311,3227878,3258040,3230244,3279101,3297461,3379134,3432909,3396356,3488827,3498943
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",10817348,10443075,9963423,9807480,10067953,11732477,11874413,11698056,11802629,11615933,11163313,11519381,12057428,12187585,11135205,9628706,9241061,9579891,9539175,8952035,8820956,8814465
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",300975482,300134190,301807820,328635010,334271481,360553520,390636083,382270922,379647310,397507092,408274294,423174915,444914522,452627187,477484630,467360514,470676136,491166782,484359415,476638820,500984295,513276462
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",12443167,12683069,12946544,13372507,13509693,13748730,13594251,14312480,14374992,14139808,14163552,14890795,16012025,15195588,15172130,14735222,14669576,15381602,15630673,14396110,14700886,14598031
26620,"Huntsville, AL (Metropolitan Statistical Area)",16309398,16965797,18036275,19437417,20516091,21269886,22002818,22760284,22932599,24235240,24617474,24747854,25182362,25256849,25701010,26510299,27520607,28602244,30151314,30667180,32306829,33486281
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",4407107,4680037,4700901,4925720,5115034,5517045,5656577,5745755,5772002,5809837,5712260,5763370,5885487,5953405,6316252,6592241,7361547,8111156,8949739,9008901,9137295,9286522
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",101853261,103176222,106763922,112429883,113638079,117129568,122077121,125693060,122055231,126836309,126535352,125788590,130121462,132894769,129541147,132707968,135881902,140736192,144383679,142339466,151510429,156532528
26980,"Iowa City, IA (Metropolitan Statistical Area)",7016461,7247823,7469950,7824908,7943099,8294139,8347875,8772783,8693426,8956563,9399660,9541780,9944984,10266563,10040453,10202427,10820185,10918793,10828353,10362584,10662671,10765770
27060,"Ithaca, NY (Metropolitan Statistical Area)",4960729,5124223,5376133,5492785,5447954,5452780,5495854,5729544,5892894,6121849,6083580,6123189,6018223,5937712,6082558,6101705,6140234,6184849,6298392,5770441,6003916,6333133
27100,"Jackson, MI (Metropolitan Statistical Area)",5284481,5453346,5449946,5593998,5786615,5710953,5695314,5528488,5044064,5241801,5491927,5569923,5671865,5641754,5703002,5949982,5986766,6319957,6546808,6366847,6877822,6764879
27140,"Jackson, MS (Metropolitan Statistical Area)",22798249,23254413,24276443,25153817,25751916,26086684,25322429,25906649,25108114,25821275,26268046,26521192,27246236,27656519,27876726,27619643,27649880,27640828,27543835,27363955,28383035,28663045
27180,"Jackson, TN (Metropolitan Statistical Area)",6841419,6791718,6975742,7196614,7366825,7527266,7346651,7506001,7602875,8098930,8733669,7672130,7695477,7655668,7739258,7896492,8258298,8289197,8394582,8283691,8839508,8846033
27260,"Jacksonville, FL (Metropolitan Statistical Area)",58079923,59886798,62881376,66080370,68909440,71293321,72771483,70471996,66978674,66967562,66478696,67169932,69433529,71131900,74125653,76912031,80341696,82993748,86377683,87856849,94322715,99472666
27340,"Jacksonville, NC (Metropolitan Statistical Area)",5700864,5554075,5828597,6332770,6778525,6859833,7399358,8222123,8716322,9138668,9265542,8955659,8737363,8645350,8514361,8159381,8335011,8412503,8565803,8669727,9098987,9039244
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",5840309,6476257,6622872,6788459,6705679,7047439,7002050,6638980,6140055,6354438,6424806,6605953,6871735,6830016,6870628,6993113,6935931,7300585,7509709,7466909,7687625,7784497
27620,"Jefferson City, MO (Metropolitan Statistical Area)",6259002,6285226,6454336,6705114,6812683,6877179,6865026,7148278,7023966,7197946,7200739,7218892,7417672,7546410,7798355,7744632,7593521,7670253,8094729,7874225,7720115,8053746
27740,"Johnson City, TN (Metropolitan Statistical Area)",5652357,5783201,6076047,6547006,6718834,6826978,6937209,7186467,6918782,6782998,7034767,7151945,7068860,6964574,7241581,7068393,7311684,7446435,7651759,7689661,8241669,8359541
27780,"Johnstown, PA (Metropolitan Statistical Area)",4814077,4756783,4803309,4849866,4935420,4841037,4881448,5005434,4895881,5033248,5047270,5006208,4934007,4920444,4804216,4739521,4692840,4697005,4682004,4615588,4626528,4606726
27860,"Jonesboro, AR (Metropolitan Statistical Area)",3658706,3800231,4123618,4340385,4480908,4519289,4318599,4423529,4405030,4629341,4750262,4718946,4916362,4809685,4867323,4936717,5105989,5234530,5408759,5458361,5936950,5798774
27900,"Joplin, MO (Metropolitan Statistical Area)",6299847,6335263,6476344,6721979,6866770,6906897,6888935,7136976,6837078,7032434,7124458,7100278,7275747,7294382,7631049,7548012,7558956,7656330,7580755,7268671,7600313,7723879
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",6440482,6728117,7192274,7673606,8318272,8959621,9101669,8610946,7795185,8026558,8138842,8405963,8679560,8754659,9219389,9525628,9606468,10183573,10407877,8558733,9459908,9692556
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",11580765,12323366,12206349,12351332,12278235,12174694,12521818,12141902,11843096,12077738,12052226,12198726,12410777,12330154,12730593,13112094,13678676,14546835,14955523,15060387,16058496,16352859
28100,"Kankakee, IL (Metropolitan Statistical Area)",3838854,3955569,3990909,4119319,4103199,4246076,4274993,4328859,4400888,4448483,4471931,4773263,4761277,4930318,5058790,5468186,5940652,6332562,6262410,6140372,6679390,6876837
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",97099729,99780944,101877676,104111658,107384063,110783415,114324311,118109897,113938068,114250927,114230544,118430666,120801849,124081588,128811380,129505863,133753933,136390868,139724576,137218306,141666330,145950370
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",9504518,10180896,10261701,10498214,11124149,11485738,11610410,11873942,12442325,13772401,13578931,13048108,13038162,13322315,14031127,14703336,14688220,15221366,15745176,15402986,16192367,16207971
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",12013168,12479676,13091655,13659477,14722076,15925642,16656200,17617213,17773269,17736738,18089374,18095653,17718258,17621729,18323765,17954006,18366880,18495677,18834637,19166630,19966937,20162704
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",11337157,11352624,11573463,12387730,12109330,12670499,12768516,12770167,12679015,12653274,12958794,13034434,12842360,12420559,12685008,12866727,13292994,13679790,13316989,13289225,14303997,14831190
28740,"Kingston, NY (Metropolitan Statistical Area)",5905850,6069590,6350440,6620018,6638097,6745077,6752665,7031679,6967102,7117457,7065707,7134836,7191471,7175535,7139599,7133664,7233714,7326583,7630419,7196814,7429326,7659189
28940,"Knoxville, TN (Metropolitan Statistical Area)",30260119,31849178,33204199,34979777,36236597,37047183,37113496,37695890,35718138,36358994,37462074,38271658,38632524,39202079,39957603,41513743,43011276,44070389,44952370,45119424,48680233,50422455
29020,"Kokomo, IN (Metropolitan Statistical Area)",3551225,3927823,4572931,4367394,4278831,4417966,4688464,4114079,2790880,4477639,4603878,4864066,4978819,4790054,4495602,4390351,4279358,4391576,4386884,4135308,4497728,4951309
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",5533346,5618764,5837157,6022115,6173490,6190780,6289458,6407788,6439920,6720640,6876949,7001936,7032884,7389384,7599440,7723975,7962972,8098515,8213299,7905209,8136049,8117361
29180,"Lafayette, LA (Metropolitan Statistical Area)",20712978,19520858,19334070,19731354,20275105,23103603,22818843,23385435,23161134,23520030,23941367,24900978,24863765,25214355,23287666,21115542,21115560,22041983,21834533,20926340,21202980,21023124
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",7510091,7710062,8034270,8293253,8504814,8904732,9255512,9136297,8357779,9009495,9202786,9225398,9645914,9926672,10002304,10516083,11076645,11727598,11805244,11106663,11485626,12090003
29340,"Lake Charles, LA (Metropolitan Statistical Area)",14236493,15209479,18264983,19966686,23760787,20221763,16907913,14724591,12373304,11249390,14030431,13737355,12125825,12640055,13239413,14438344,16643123,16397626,16834958,13625578,14249067,13299124
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",4130443,4524135,4658992,4988571,5240713,5284605,5390973,5244184,4957045,5019325,5045649,4991518,5195248,5196771,5200633,5456986,5323399,5437354,5639351,5773611,6269010,6257347
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",18457509,19076837,19702588,20689807,21881068,22616625,23199261,22789779,21432859,21659406,21596732,21887775,22553210,22472350,23713182,24482482,25742485,26450032,27402843,28204116,29827560,30523799
29540,"Lancaster, PA (Metropolitan Statistical Area)",22917770,23268548,24275848,24678349,25303538,25237020,25207647,25173979,24220739,25186745,24961882,25070941,25816330,26472270,27744239,27998686,28779773,29307162,29549059,28301522,29558896,29968719
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",22582660,23362527,23750312,24025623,24545004,24745460,24933411,23475026,22046096,23879338,23279128,22768629,22732315,23334785,24121177,25131166,25569757,26063562,26363111,26157187,27549292,28450372
29700,"Laredo, TX (Metropolitan Statistical Area)",7094647,7254338,7145233,6897751,7143420,7206105,7114475,6784779,6857534,6962349,7694454,8221468,8843262,10136886,11259688,11140032,11313473,10859468,11389246,11017375,11380569,11679742
29740,"Las Cruces, NM (Metropolitan Statistical Area)",5252277,5479122,5932855,6416076,6918771,6939756,6992506,6999287,7303079,7656106,7346256,6939610,6906915,6980723,7058840,7220206,7305489,7447694,7720349,7420783,7869402,7901515
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",80242091,83734793,88280240,98995882,108678011,113105923,114812733,110722301,100314941,99797887,101509866,100305368,102677690,104183499,108812755,112331243,116332382,122721414,128047468,117201658,129198324,135989358
29940,"Lawrence, KS (Metropolitan Statistical Area)",4012231,4116523,4108823,4195201,4207270,4173122,4277900,4438357,4415192,4352183,4455985,4412317,4488850,4567032,4609258,4851506,4987674,5123305,5148011,5029137,5178674,5219845
30020,"Lawton, OK (Metropolitan Statistical Area)",4027135,4155614,4467741,4672568,4615422,4810209,4893394,5079494,5249613,5491720,5362452,5132809,5237858,5159297,5315550,5309468,5191990,5143664,5233018,5097650,5281857,5187670
30140,"Lebanon, PA (Metropolitan Statistical Area)",4086239,4184647,4427869,4659342,4715978,4805983,4980890,4978546,4966505,5182963,5291648,5413150,5429254,5567824,5700630,5630083,5749659,5825113,5826855,5657333,6021295,6130358
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",2189576,2218474,2255127,2309515,2349910,2357642,2376340,2447651,2405844,2514423,2461855,2437811,2526934,2530505,2603245,2701008,2618835,2610148,2756455,2795349,2927355,2979199
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",3705173,3972843,4104730,4193188,4180435,4234428,4380524,4484563,4310725,4285139,4240973,4377320,4303389,4351192,4469042,4554028,4503370,4703346,4811181,5018298,5044783,4975728
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",20653580,21657437,22191755,23026149,24119973,25064506,25417279,25061042,23013747,24059752,24366284,24945120,25993221,26680215,27715988,28330748,28671245,29465225,30025380,28847390,29679198,30453117
30620,"Lima, OH (Metropolitan Statistical Area)",5732007,5941324,5869465,6010437,6046867,6168058,6112518,6169585,7642488,8004727,8136193,7506054,7164958,7822246,7615897,7886346,7711921,8163264,7724166,7584144,8363968,8256775
30700,"Lincoln, NE (Metropolitan Statistical Area)",14343045,14417264,15001547,15244392,16074282,16479596,16812911,16187562,15780294,16268033,16314046,16474115,16809073,17629272,18252553,18564581,19552170,19940034,20346438,20246348,20905354,21668598
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",28518862,29374165,30822430,32146847,33901461,34800301,35886627,35491515,34386199,34303446,34852470,35185648,35499016,35891559,36399814,36810546,36515427,37072057,37428270,37665927,39147275,39780911
30860,"Logan, UT-ID (Metropolitan Statistical Area)",3133523,3154679,3346249,3539872,3570085,3681696,3922712,4119182,4219955,4563042,4708147,4604739,4682073,4870784,5065752,5244744,5665636,6169276,6314872,6364778,6790728,6808904
30980,"Longview, TX (Metropolitan Statistical Area)",12399537,12821716,12675159,12950284,13742536,14841910,16262901,17257373,18178309,17028426,16242103,16293652,16291640,16273970,15481996,14573953,14585371,15385350,15222587,14448248,14959167,15441224
31020,"Longview, WA (Metropolitan Statistical Area)",3618523,3507652,3618911,3694871,3881922,4008968,4270406,4170896,4102787,4416656,4308343,4418910,4521111,4533021,4646965,4730351,4700051,4907501,5231999,5302398,5473446,5449102
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",676951424,693293043,722939043,745816644,770701041,800980471,811271944,820920393,781901672,803814346,816284025,832108348,852849053,876277522,914100644,930683334,965279922,991254189,1024821682,981305230,1042007410,1060496469
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",54953350,55224351,56936872,58887121,60731716,62678852,63228974,62234107,58592282,61624242,62408245,65111367,65743133,66590054,68324694,69615733,70802465,71637665,74328652,72916159,76188675,77452710
31180,"Lubbock, TX (Metropolitan Statistical Area)",10004080,10237159,10549368,10762758,11223644,11565309,11716821,11621452,11605126,12190536,11942704,12498783,13092225,13037414,13440732,13607252,13659578,14001212,14377087,14473223,14955602,15090414
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",8954072,9143547,9593743,9797788,9898592,10215308,10096580,10142338,9966900,10476658,10291971,10029985,10094994,10027381,10069842,9967242,10060609,10501057,10494654,10064066,10465215,10492407
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",10920639,10829575,10603702,10935237,10841949,10716465,10511248,10653580,10294024,10384980,10596239,10683748,10724733,10800737,10926190,10873814,10845986,11030811,10872787,10132044,10714556,10723477
31460,"Madera, CA (Metropolitan Statistical Area)",3232896,3645694,3776368,4333401,4657830,4851624,4862486,4790461,4204817,4912047,4931563,5126914,5259349,5537036,5280320,5849024,6023623,6027876,6244195,6240107,6410911,6140436
31540,"Madison, WI (Metropolitan Statistical Area)",31427759,32574829,33739717,35436833,36966615,37447066,38465908,37823973,37260120,38559477,39549823,40657171,41554139,43624730,45242559,46733465,47412823,49252686,50639094,49423935,52099292,53015788
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",18354720,19025002,20557233,21401088,21845197,22605688,22949912,23111756,22779190,23017336,23655414,23582878,24070440,24606979,25447457,25862657,25959140,26455143,27030133,26988108,29685180,30015576
31740,"Manhattan, KS (Metropolitan Statistical Area)",5064312,5093381,5314159,5560308,5733724,6221897,6741435,7124458,7074284,7478600,7768567,7683407,7483097,7229365,7307689,7191474,7189918,7104990,6861437,6859746,7097690,7080608
31860,"Mankato, MN (Metropolitan Statistical Area)",3880260,4050503,4082286,4331390,4515613,4848288,4741927,4799618,4621988,4870737,4942101,5196712,5305123,5465134,5585193,5519939,5561722,5646562,5622012,5400801,5560800,5643086
31900,"Mansfield, OH (Metropolitan Statistical Area)",4728329,4944237,4990922,5238760,5316723,5213934,4993566,4852624,4117420,4349582,4477964,4533586,4482554,4629884,4589206,4535134,4544336,4591106,4596440,4413506,4599067,4582406
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",15626678,16647354,16990509,17132332,17561331,18258031,19083198,18732449,18664158,18607751,18916776,19221723,20141428,20483023,20702995,20609846,20721197,21184628,21796318,21420961,22496207,22818175
32780,"Medford, OR (Metropolitan Statistical Area)",6577672,6934001,7360041,7682204,7858471,7999629,8034900,7921841,7511072,7658901,7556416,7408532,7787076,7954214,8290482,8636441,9087979,9236535,9383009,9381689,10014915,10021222
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",66913201,67865286,69181048,70836152,72041598,73156723,71921019,70944855,67699103,68049158,68543721,70525075,71773223,71608354,73049465,74014482,75341736,75977096,76608304,75770941,79423586,79072075
32900,"Merced, CA (Metropolitan Statistical Area)",5882351,6228573,6787299,7429253,7767455,7604136,8517193,7491142,7253520,7418508,7639161,7402451,7653680,8411849,8608451,8657384,9136656,9152693,9229029,9094702,9236208,9251611
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",246797368,256640851,266575139,281757823,297774888,305552219,307814752,296843786,277525852,286921000,287548905,289047949,298066145,308204109,321884135,331898529,346955899,359852689,365639679,353476756,390532653,409478365
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",4069462,4070578,4100058,4261389,4219433,4238940,4301659,4354266,3981380,4154104,4114902,4112489,4192273,4258763,4080028,4136406,4105788,4231110,4120823,3990212,4197586,4177727
33220,"Midland, MI (Metropolitan Statistical Area)",5008681,5147589,4898476,5172195,4640307,4639932,4745532,4605105,4377136,4542825,4636583,4759901,4674749,5295872,5707086,5342526,5482023,5520755,5351030,5689344,5840210,5978041
33260,"Midland, TX (Metropolitan Statistical Area)",5748036,5841039,5606790,5878339,6182488,7207257,7975921,8820947,9531345,10471866,12252846,15559054,16355297,17829033,19520898,19198710,21889250,27561089,33733578,31463771,31008685,30539430
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",84396028,84196461,86532591,88665896,91410100,93800927,94718895,92958645,89748513,92444322,94262850,95186849,95522430,96123059,97299949,97812590,99281237,100842067,102444804,98378280,102631128,103659777
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",188756198,190963399,200170335,210296674,216772115,215931459,218861006,220552802,211177151,217937934,223445157,227583210,234708007,243729996,249048711,253079493,257849094,265734698,269646870,261228949,273794178,277602263
